Gl. Høvej (Hjørringvej / Nørresundby),851803300,57084720,9963230
Strømmen (Gl. Høvej /  Aalborg),851912800,57085879,9961117
Aalborg Kaserne (Gl. Høvej / Aalborg),851292600,57087228,9958654
Hvorup Kaserne (Nørresundby),851110000,57090437,9945800
Hvorup (Høvejen / Nørresundby),851110200,57091848,9927533
Bøgildsmindevej (Hjørringvej / Nørresundby),851803000,57088972,9972165
Kvickly v/forplads (Nørresundby),851813000,57089026,9975868
Kvickly (Loftbrovej /Nørresundby),851003400,57089466,9975464
Engholm,851280100,57094159,10000094
Rærup (Aalborg Kommune),851480100,57095498,10025750
Følfodvej (Halsvej / Vodskov),851280200,57099516,10018810
Vodskov Brugs (Vodskovvej / Vodskov),851201400,57102429,10023394
Lille Engholm (Halsvej / Aalborg Kommune),851380300,57092316,10047926
Wild Westvej (Kirkevej / Vodskov),851912700,57103777,10025875
Tusborgvej (Langbrokrovej / Vodskov),851912500,57105871,10017318
Flyvestationen (Thistedvej / Vadum),851000800,57109647,9856573
Vester Halnevej (Ellehammervej / Vadum),851800300,57110789,9856977
Vadum Kirkevej (Ellehammervej / Vadum),851500500,57114942,9859368
Teglværksvej (Hvorupgårdvej / Aalborg Komm.),851004300,57112964,9922248
Hvorupgård (Ved Banen / Hvorupgårdvej),851110100,57115355,9924999
Agdrupvej (Hjørring Landevej / Aalborg Kommune),851400300,57107732,9968812
Store Tingbakke (Tingbakken / Vodskov),851912300,57110123,10014756
Kirkevej (Langbrokrovej / Vodskov),851912600,57105665,10026091
Vodskov Skole (Kirkevej),851011700,57109036,10026532
Møgelbjergvej (Tingvej / Vodskov),851995000,57112721,10019502
Tidselbakken (Vodskov Kirkevej / Vodskov,851912200,57111777,10026972
Vodskov Kirke (Tingvej / Vodskov),851912000,57112227,10027089
Den Røde Gårds Vej (Tingvej / Vodskov),851911900,57111121,10032653
Gl. Vodskovvej (Tingvej / Vodskov),851911800,57109863,10036618
Vodskov Bolighus (Vodskovvej / Vodskov),851600100,57109045,10042218
Søndermarken (Ellehammervej / Vadum),851804600,57117872,9861256
Mejerivej (Ellehammervej / Vadum),851804700,57120254,9862002
Sneumvej (Ellehammervej / Vadum),851804800,57122987,9863045
